"ANIO FISCAL","MES FISCAL","TIPO CONTRIBUYENTE","ACTIVIDAD ECONÓMICA","IMPUESTO CAUSADO (601)","IMP A PAGAR POR PERCEPCION (699)","IMP A PAGAR POR RETENCION (799)","TOTAL COMPRAS LOCALES E IMPORTAC (519)","TOTAL VENTAS Y EXPORTACIONES (419)"
"2013","2","SOCIEDADES","C105006","25779.15","25779.15","22425.76","4246517.71","4776665.01"
"2013","2","SOCIEDADES","C105009","32746.06","27846.14","15064.7","2612495.44","3145187.19"
"2013","2","SOCIEDADES","C105010","0.6","0.6","31.32","220131.27","222077.37"
"2013","2","SOCIEDADES","C107101","794335.15","731634.43","107403.1","1.001845246E7","1.673301357E7"
"2013","2","SOCIEDADES","C107102","193690.27","185907.39","46397.51","3308965.59","4100561.02"
"2013","2","SOCIEDADES","C107109","5285.26","5014.69","441.77","91005.75","98834.36"
"2013","2","SOCIEDADES","C110301","2586789.4","2586506.44","320256.53","1.806513529E7","3.8391043E7"
"2013","3","SOCIEDADES","C105001","90696.95","90666.09","139223.15","1.941337873E7","2.316457182E7"
"2013","3","SOCIEDADES","C105002","8088.02","8088.02","10733.83","1685554.62","794503.46"
"2013","3","SOCIEDADES","C105004","2587.89","2587.89","2318.0","742153.16","871044.43"
"2013","3","SOCIEDADES","C105005","1490202.5","1484594.68","492576.1","1.51790658E7","2.680351209E7"
"2013","3","SOCIEDADES","C105006","54801.7","54801.7","22211.76","4806262.4","5428891.09"
"2013","3","SOCIEDADES","C105009","35212.48","32003.89","16364.18","2494954.28","3710439.8"
"2013","3","SOCIEDADES","C105010","0.6","0.6","0.0","226765.34","240181.74"
"2013","3","SOCIEDADES","C107101","842138.58","781803.05","106648.93","9537202.78","1.773548991E7"
"2013","3","SOCIEDADES","C107102","247063.26","236267.6","38380.05","3427162.14","4639996.99"
"2013","3","SOCIEDADES","C107109","6979.36","5832.99","348.77","138949.98","107535.14"
"2013","3","SOCIEDADES","C110301","4261957.39","4261657.39","553304.97","1.778322353E7","5.129640086E7"
"2013","4","SOCIEDADES","C105001","396990.36","394650.99","146226.84","1.84568785E7","2.378631284E7"
"2013","4","SOCIEDADES","C105002","977.2","977.2","17636.61","1908248.96","1804198.49"
"2013","4","SOCIEDADES","C105004","2696.3","2696.3","1718.43","726549.96","903528.62"
"2013","4","SOCIEDADES","C105005","905666.72","901453.83","564439.77","2.264850633E7","2.809344661E7"
"2013","4","SOCIEDADES","C105006","34741.97","34741.97","27948.79","4587399.62","5196584.53"
"2013","4","SOCIEDADES","C105009","31435.62","28086.84","19874.92","3045562.1","3809323.93"
"2013","4","SOCIEDADES","C105010","0.6","0.6","0.53","283278.19","13563.09"
"2013","4","SOCIEDADES","C107101","752729.05","688435.1","122468.48","1.015826337E7","1.693102388E7"
"2013","4","SOCIEDADES","C107102","253885.69","246659.86","32731.72","3742786.88","4602794.12"
"2013","4","SOCIEDADES","C107109","8221.32","5596.34","977.55","138793.18","197988.51"
"2013","4","SOCIEDADES","C110301","3182103.86","3177788.99","838979.17","2.635211934E7","5.088788214E7"
"2013","5","SOCIEDADES","C105001","335024.68","334901.85","162767.43","1.985372443E7","2.546514562E7"
"2013","5","SOCIEDADES","C105002","120851.34","120851.34","29444.73","1817898.8","2972905.68"
"2013","5","SOCIEDADES","C105004","3268.35","2764.56","2397.84","796541.97","959514.73"
"2013","5","SOCIEDADES","C105005","636335.59","631414.01","869917.46","2.729261449E7","2.984708801E7"
"2013","5","SOCIEDADES","C105006","45680.25","45680.25","28236.66","5732488.82","5533822.69"
"2013","5","SOCIEDADES","C105009","54454.33","29479.02","19428.2","2988780.0","3949983.82"
"2013","5","SOCIEDADES","C105010","0.6","0.6","0.0","264392.5","290991.9"
"2013","5","SOCIEDADES","C107101","705448.48","649800.93","134453.46","1.162309121E7","1.77777024E7"
"2013","5","SOCIEDADES","C107102","380233.71","363316.06","38046.41","3923757.57","5992174.25"
"2013","5","SOCIEDADES","C107109","6135.08","6056.55","654.18","89200.69","196241.25"
"2013","5","SOCIEDADES","C110301","4199482.59","4198694.36","724611.99","2.502636724E7","5.736923769E7"
"2013","6","SOCIEDADES","C105001","422439.34","421534.29","126777.32","1.793955656E7","2.121922484E7"
"2013","6","SOCIEDADES","C105002","4029.39","4029.39","9796.88","1880224.05","2062697.87"
"2013","6","SOCIEDADES","C105004","3224.72","2816.2","2796.51","819043.79","838976.06"
"2013","6","SOCIEDADES","C105005","993709.69","986478.14","410107.35","2.050918219E7","2.652584261E7"
"2013","6","SOCIEDADES","C105006","34400.06","34400.06","20707.1","4518580.17","4973270.59"
"2013","6","SOCIEDADES","C105009","39615.15","29617.03","17357.19","3034815.24","3619762.04"
"2013","6","SOCIEDADES","C105010","0.6","0.6","0.0","248498.12","331635.12"
"2013","6","SOCIEDADES","C107101","648892.4","599775.64","121368.9","1.238516699E7","1.642161051E7"
"2013","6","SOCIEDADES","C107102","305209.69","295463.72","39871.94","3683041.37","5442421.55"
"2013","6","SOCIEDADES","C107109","5087.27","5020.01","924.32","171742.71","194123.48"
"2013","6","SOCIEDADES","C110301","4213137.22","4213137.22","303132.58","1.967857588E7","5.209472661E7"
"2013","7","SOCIEDADES","C105001","277997.51","277606.31","157153.07","1.982527753E7","2.258342479E7"
"2013","7","SOCIEDADES","C105002","13891.69","13891.69","11372.53","1989460.69","1173781.74"
"2013","7","SOCIEDADES","C105004","9542.62","4643.09","2212.11","825165.59","1017520.84"
"2013","7","SOCIEDADES","C105005","1297292.26","1288974.14","537603.19","1.804734212E7","2.707046623E7"
"2013","7","SOCIEDADES","C105006","5483.21","5483.21","27364.45","5171794.66","5336103.34"
"2013","7","SOCIEDADES","C105009","34655.42","31649.06","21560.43","3465045.16","4072692.05"
"2013","7","SOCIEDADES","C105010","0.6","0.6","10.92","386236.39","407930.9"
"2013","7","SOCIEDADES","C107101","877315.2","831674.07","116099.32","1.05932398E7","1.800139093E7"
"2013","7","SOCIEDADES","C107102","313806.49","306409.87","50798.61","3836358.94","5592474.17"
"2013","7","SOCIEDADES","C107109","5329.48","5255.21","563.69","170740.63","207650.16"
"2013","7","SOCIEDADES","C110301","3917306.58","3917222.33","750266.73","2.401128809E7","5.394445084E7"
"2013","8","SOCIEDADES","C105001","374423.68","360433.78","134134.66","1.932712069E7","2.395959737E7"
"2013","8","SOCIEDADES","C105002","97388.21","97388.21","23601.26","2178788.5","2482184.73"
"2013","8","SOCIEDADES","C105004","3563.45","3329.29","1700.14","867018.02","920485.65"
"2013","8","SOCIEDADES","C105005","686498.91","680662.67","778884.13","2.578050409E7","2.851210988E7"
"2013","8","SOCIEDADES","C105006","129012.51","129012.51","24014.85","4695846.47","6218367.08"
"2013","8","SOCIEDADES","C105009","37727.28","29694.35","18442.87","3294284.39","3759664.23"
"2013","8","SOCIEDADES","C105010","0.6","0.6","0.0","296089.59","290085.46"
"2013","8","SOCIEDADES","C107101","870580.46","832264.34","112356.24","1.097877054E7","1.855370063E7"
"2013","8","SOCIEDADES","C107102","290218.79","281450.59","47801.67","4664742.47","5920101.11"
"2013","8","SOCIEDADES","C107109","6550.37","6026.51","988.48","71369.61","220508.6"
"2013","8","SOCIEDADES","C110301","4399267.84","4398744.41","333951.99","1.941139813E7","5.366168891E7"
"2013","9","SOCIEDADES","C105001","330297.2","329462.73","177148.57","1.899346135E7","2.347077202E7"
"2013","9","SOCIEDADES","C105002","27671.01","27671.01","11473.55","2041729.46","1668202.71"
"2013","9","SOCIEDADES","C105004","8279.31","4498.72","1916.27","780539.21","912603.07"
"2013","9","SOCIEDADES","C105005","852697.0","847268.27","567605.67","2.446248072E7","2.897838379E7"
"2013","9","SOCIEDADES","C105006","50508.2","50508.2","24774.22","4889514.26","5541287.01"
"2013","9","SOCIEDADES","C105009","39624.98","27371.87","26595.28","2963940.38","3491545.85"
"2013","9","SOCIEDADES","C105010","0.0","0.0","0.84","203519.02","211021.42"
"2013","9","SOCIEDADES","C107101","493175.78","468183.98","112314.98","1.211554379E7","1.512579286E7"
"2013","9","SOCIEDADES","C107102","277897.92","272776.09","56664.58","4415837.87","5467151.6"
"2013","9","SOCIEDADES","C107109","7612.82","6158.47","1462.8","89041.6","227787.19"
"2013","9","SOCIEDADES","C110301","3955296.22","3955296.22","561348.94","1.872596156E7","4.904131229E7"
"2013","10","SOCIEDADES","C105001","277766.86","277765.27","150818.97","2.164687734E7","2.500012267E7"
"2013","10","SOCIEDADES","C105002","26.36","26.36","14098.25","2271087.03","1924545.63"
"2013","10","SOCIEDADES","C105004","4991.1","3669.58","3890.75","840367.31","1010888.53"
"2013","10","SOCIEDADES","C105005","1129895.25","1122477.07","580903.82","2.087459963E7","2.905225558E7"
"2013","10","SOCIEDADES","C105006","28410.62","28410.62","21864.54","4480725.03","5443539.27"
"2013","10","SOCIEDADES","C105009","41341.0","28724.18","19192.23","2901840.43","3710880.68"
"2013","10","SOCIEDADES","C105010","0.0","0.0","0.0","324985.68","343923.6"
"2013","10","SOCIEDADES","C107101","553105.85","527120.48","138001.52","1.230620153E7","1.740414721E7"
"2013","10","SOCIEDADES","C107102","324028.04","294164.68","50272.28","4539533.48","5901182.92"
"2013","10","SOCIEDADES","C107109","3924.93","3180.12","1446.16","177011.06","218247.61"
"2013","10","SOCIEDADES","C110301","3819798.83","3819326.39","1521407.63","3.100430358E7","6.015897958E7"
"2013","11","SOCIEDADES","C105001","288025.25","283086.02","154228.84","2.053230633E7","2.447861191E7"
"2013","11","SOCIEDADES","C105002","121513.62","121513.62","38466.05","2356838.88","3506429.69"
"2013","11","SOCIEDADES","C105004","5104.14","3788.1","3275.36","815241.06","941643.09"
"2013","11","SOCIEDADES","C105005","745290.15","739888.22","736681.27","2.37111006E7","2.845080048E7"
"2013","11","SOCIEDADES","C105006","38675.92","38675.92","19843.24","4307330.0","5299228.54"
"2013","11","SOCIEDADES","C105009","65768.32","26863.86","22746.68","2935624.73","3825270.81"
"2013","11","SOCIEDADES","C105010","0.53","0.53","64.68","339021.13","344624.4"
"2013","11","SOCIEDADES","C107101","172977.78","122891.04","157049.61","1.289044524E7","1.412666841E7"
"2013","11","SOCIEDADES","C107102","354018.5","334336.05","45389.1","4045674.57","6040636.87"
"2013","11","SOCIEDADES","C107109","7394.99","6650.26","1280.75","174280.31","237114.63"
"2013","11","SOCIEDADES","C110301","4557316.73","4557316.73","403148.39","2.428009334E7","5.970245148E7"
"2013","12","SOCIEDADES","C105001","371380.63","357981.96","183792.18","2.069038904E7","2.431893696E7"
"2013","12","SOCIEDADES","C105002","109935.65","109935.65","81630.46","3917364.59","4243768.69"
"2013","12","SOCIEDADES","C105004","5962.7","3874.1","3265.16","910853.85","1089041.64"
"2013","12","SOCIEDADES","C105005","187080.7","167253.33","1049796.67","3.165219032E7","2.996035991E7"
"2013","12","SOCIEDADES","C105006","17308.1","17308.1","28068.52","5455862.68","5291031.43"
"2013","12","SOCIEDADES","C105009","42311.34","35746.73","20024.29","3979984.33","4468025.52"
"2013","12","SOCIEDADES","C105010","0.59","0.59","0.0","276376.79","269021.83"
"2013","12","SOCIEDADES","C107101","169875.45","124427.49","135971.31","1.302259268E7","1.389226002E7"
"2013","12","SOCIEDADES","C107102","383948.0","356983.18","51987.53","4845279.06","6821796.65"
"2013","12","SOCIEDADES","C107109","3519.98","3501.58","468.39","180104.07","255851.08"
"2013","12","SOCIEDADES","C110301","5494199.02","5494199.02","1600185.68","3.166460014E7","7.507106255E7"
"2014","1","SOCIEDADES","C105001","331794.15","331794.15","136549.97","1.88115112E7","2.516219608E7"
"2014","1","SOCIEDADES","C105002","83978.35","83978.35","37997.45","2648011.88","2265392.83"
"2014","1","SOCIEDADES","C105004","3796.56","3192.92","1322.29","801888.17","987965.38"
"2014","1","SOCIEDADES","C105005","1639676.7","1624042.29","174753.78","1.187630849E7","2.45240644E7"
"2014","1","SOCIEDADES","C105006","116925.12","116925.12","20877.64","4856088.91","6387388.64"
"2014","1","SOCIEDADES","C105009","64435.32","34805.61","17710.43","2853039.94","3805946.15"
"2014","1","SOCIEDADES","C105010","0.0","0.0","3.36","264536.84","278971.94"
"2014","1","SOCIEDADES","C107101","371305.59","117246.01","91570.07","8790256.9","1.347480686E7"
"2014","1","SOCIEDADES","C107102","375800.07","342407.73","38663.94","3829515.73","6043491.73"
"2014","1","SOCIEDADES","C107109","12124.99","10945.39","683.44","95610.32","157813.61"
"2014","1","SOCIEDADES","C110301","4547803.41","4547803.41","299539.34","1.696046292E7","5.162333984E7"
"2014","2","SOCIEDADES","C105001","456865.89","456865.22","171457.92","1.860031601E7","2.245003128E7"
"2014","2","SOCIEDADES","C105002","117094.21","117094.21","10996.72","2710209.88","2529845.63"
"2014","2","SOCIEDADES","C105004","3770.43","3222.8","2551.76","686737.84","948974.52"
"2014","2","SOCIEDADES","C105005","352965.92","346245.58","1227195.69","2.246935417E7","2.584123404E7"
"2014","2","SOCIEDADES","C105006","29636.49","29636.49","23514.33","4753497.34","5272081.29"
"2014","2","SOCIEDADES","C105009","37586.54","34545.63","19301.12","2889021.02","3311177.8"
"2014","2","SOCIEDADES","C105010","0.59","0.59","1.51","247295.2","271031.88"
"2014","2","SOCIEDADES","C107101","532808.86","272868.73","114251.25","9363031.1","1.465130827E7"
"2014","2","SOCIEDADES","C107102","386108.49","373017.22","57339.98","3691274.97","6099742.76"
"2014","2","SOCIEDADES","C107109","3754.92","3613.17","706.5","209683.85","213253.11"
"2014","2","SOCIEDADES","C110301","4447266.08","4390736.16","395541.83","1.902400763E7","5.397649387E7"
"2014","3","SOCIEDADES","C105001","271247.87","269715.72","181653.38","1.95658243E7","2.352459099E7"
"2014","3","SOCIEDADES","C105002","9041.19","9041.19","14907.62","2138201.67","2197708.63"
"2014","3","SOCIEDADES","C105004","3910.98","3274.24","1668.86","869046.44","989634.3"
"2014","3","SOCIEDADES","C105005","1468535.42","1462284.83","223581.53","1.565742704E7","2.799503937E7"
"2014","3","SOCIEDADES","C105006","35824.49","35824.49","30496.61","5526853.95","5809336.84"
"2014","3","SOCIEDADES","C105009","56564.35","43973.71","17737.14","3085134.97","3977246.38"
"2014","3","SOCIEDADES","C105010","0.56","0.56","6.72","215643.02","218813.64"
"2014","3","SOCIEDADES","C107101","657802.92","619656.59","114698.81","8610112.61","1.56993673E7"
"2014","3","SOCIEDADES","C107102","396061.65","369346.88","44816.52","3919941.78","6319609.86"
"2014","3","SOCIEDADES","C107109","6438.86","4682.85","719.12","286555.67","246137.99"
"2014","3","SOCIEDADES","C110301","5500255.15","5500255.15","227628.18","1.478160144E7","5.828295083E7"
"2014","4","SOCIEDADES","C105001","283187.79","271187.06","158462.15","1.888053123E7","2.477013766E7"
"2014","4","SOCIEDADES","C105002","0.0","0.0","12195.42","1966218.13","4838836.79"
"2014","4","SOCIEDADES","C105004","13311.68","5534.42","2861.12","858231.56","1140376.88"
"2014","4","SOCIEDADES","C105005","1274646.88","1268329.52","228090.07","2.206615872E7","3.08265665E7"
"2014","4","SOCIEDADES","C105006","28001.75","28001.75","24760.28","5505728.16","5849647.35"
"2014","4","SOCIEDADES","C105009","49972.11","46074.01","15721.31","3130310.54","4512479.83"
"2014","4","SOCIEDADES","C105010","0.51","0.51","404.4","307980.51","344300.11"
"2014","4","SOCIEDADES","C107101","725547.71","688673.89","109306.65","1.030017805E7","1.698522343E7"
"2014","4","SOCIEDADES","C107102","223715.49","209464.54","75136.8","5350811.8","6034477.39"
"2014","4","SOCIEDADES","C107109","5793.61","4260.08","621.92","208280.13","146749.41"
"2014","4","SOCIEDADES","C110301","3837341.22","3836996.7","1023970.51","2.556753728E7","5.456799245E7"
"2014","5","SOCIEDADES","C105001","250906.95","243742.06","136447.42","2.058645505E7","2.499205449E7"
"2014","5","SOCIEDADES","C105002","5192.72","0.0","19291.61","2097267.84","3400554.0"
"2014","5","SOCIEDADES","C105004","4066.36","3606.86","1765.98","952827.96","1111415.56"
"2014","5","SOCIEDADES","C105005","723820.61","715414.68","1208682.59","2.891456711E7","3.191325462E7"
"2014","5","SOCIEDADES","C105006","33812.89","33812.89","21982.85","6012746.88","6437281.52"
"2014","5","SOCIEDADES","C105009","51969.78","48334.88","17826.4","3413068.7","4035088.71"
"2014","5","SOCIEDADES","C105010","0.0","0.0","0.0","347710.81","350843.89"
"2014","5","SOCIEDADES","C107101","730969.21","692098.73","137169.15","1.043460283E7","1.808829087E7"
"2014","5","SOCIEDADES","C107102","294083.3","280368.0","53378.38","6238496.59","7096161.5"
"2014","5","SOCIEDADES","C107109","8674.3","5155.88","448.12","209176.01","275805.01"
"2014","5","SOCIEDADES","C110301","4958370.98","4957521.55","332363.18","2.023520331E7","5.796678612E7"
"2014","6","SOCIEDADES","C105001","320886.57","310687.29","160280.2","2.008366007E7","2.546329403E7"
"2014","6","SOCIEDADES","C105002","9425.21","6586.97","28193.53","2112119.8","1387164.11"
"2014","6","SOCIEDADES","C105004","3990.4","3629.72","4962.02","1214672.12","1103689.35"
"2014","6","SOCIEDADES","C105005","1631259.33","1623097.74","212356.41","1.939586589E7","3.119442823E7"
"2014","6","SOCIEDADES","C105006","41096.33","41096.33","24022.05","5586260.24","7493729.23"
"2014","6","SOCIEDADES","C105009","65983.46","40534.15","19608.23","2938520.28","4094391.97"
"2014","6","SOCIEDADES","C105010","0.0","0.0","225.41","328806.33","431226.6"
"2014","6","SOCIEDADES","C107101","837022.69","794857.98","115346.12","1.090898003E7","1.836555626E7"
"2014","6","SOCIEDADES","C107102","326608.84","295721.13","75226.31","5076269.87","6648242.87"
"2014","6","SOCIEDADES","C107109","5404.42","3841.15","1142.58","215144.78","259362.31"
"2014","6","SOCIEDADES","C110301","4264122.46","4254943.76","449846.66","2.419888008E7","5.648986735E7"
"2014","7","SOCIEDADES","C105001","429497.59","424751.51","157288.42","2.165184707E7","2.579075798E7"
"2014","7","SOCIEDADES","C105002","8649.64","8649.64","32616.4","2438988.09","2648256.77"
"2014","7","SOCIEDADES","C105004","14823.13","6653.2","2471.57","924793.56","1189994.47"
"2014","7","SOCIEDADES","C105005","1329672.14","1326260.42","242479.65","1.994738703E7","2.967147453E7"
"2014","7","SOCIEDADES","C105006","32030.88","32030.88","25686.3","5880439.87","7139224.65"
"2014","7","SOCIEDADES","C105009","62233.62","37333.45","19689.93","3228080.19","4386659.94"
"2014","7","SOCIEDADES","C105010","0.0","0.0","181.63","360840.16","356263.2"
"2014","7","SOCIEDADES","C107101","499303.5","450742.79","132210.07","1.119755251E7","1.579926736E7"
"2014","7","SOCIEDADES","C107102","377216.4","364275.97","53160.14","5337306.55","6730432.58"
"2014","7","SOCIEDADES","C107109","7153.56","5174.87","1084.84","206714.26","271190.47"
"2014","7","SOCIEDADES","C110301","3882606.34","3808313.91","1117651.52","2.757096846E7","5.629144901E7"
"2014","8","SOCIEDADES","C105001","425565.36","423664.33","145923.33","2.113998929E7","2.655288144E7"
"2014","8","SOCIEDADES","C105002","4278.96","4278.96","21263.03","2035897.88","3029783.17"
"2014","8","SOCIEDADES","C105004","6548.67","3178.16","3505.53","926724.82","1035440.02"
"2014","8","SOCIEDADES","C105005","609595.06","597186.1","1395062.95","2.775063525E7","2.989526191E7"
"2014","8","SOCIEDADES","C105006","52090.06","52090.06","29510.72","6303244.61","6956589.21"
"2014","8","SOCIEDADES","C105009","66987.99","39001.59","17413.1","2761829.05","4195122.98"
"2014","8","SOCIEDADES","C105010","0.0","0.0","119.89","331041.75","320518.1"
"2014","8","SOCIEDADES","C107101","642897.31","605290.79","124696.14","1.22144089E7","1.821028483E7"
"2014","8","SOCIEDADES","C107102","329180.41","305455.6","64728.39","4858371.46","6530852.92"
"2014","8","SOCIEDADES","C107109","9535.06","5044.35","914.08","118866.69","280056.32"
"2014","8","SOCIEDADES","C110301","4782387.87","4771396.3","392190.09","2.044501395E7","5.739296878E7"
"2014","9","SOCIEDADES","C105001","408043.57","396141.48","162375.7","2.07054378E7","2.504549546E7"
"2014","9","SOCIEDADES","C105002","7319.25","7319.25","12749.82","2376842.21","2362648.14"
"2014","9","SOCIEDADES","C105004","5144.11","3569.61","2356.96","822592.26","1111892.32"
"2014","9","SOCIEDADES","C105005","1129532.45","1123963.61","558542.24","2.873157908E7","3.487391428E7"
"2014","9","SOCIEDADES","C105006","43328.83","43328.83","38083.6","6162563.95","7424893.55"
"2014","9","SOCIEDADES","C105009","44528.06","37951.34","25250.71","2838975.62","3956167.42"
"2014","9","SOCIEDADES","C105010","0.0","0.0","75.09","268706.6","323763.2"
"2014","9","SOCIEDADES","C107101","691639.48","642953.77","142123.09","1.36692052E7","1.880634639E7"
"2014","9","SOCIEDADES","C107102","369417.29","356736.22","42142.4","4565088.3","6228768.26"
"2014","9","SOCIEDADES","C107109","6458.91","4532.28","914.9","215311.84","260612.66"
"2014","9","SOCIEDADES","C110301","3915041.88","3914851.96","368366.7","2.382912823E7","5.348799789E7"
"2014","10","SOCIEDADES","C105001","338863.84","321580.0","161859.91","2.17120698E7","2.425514969E7"
"2014","10","SOCIEDADES","C105002","14943.09","14943.09","16969.71","2624074.7","1332487.07"
"2014","10","SOCIEDADES","C105004","7642.25","4707.51","2547.34","887523.87","1157316.72"
"2014","10","SOCIEDADES","C105005","1751514.58","1745936.46","170109.75","9518426.92","2.385030892E7"
"2014","10","SOCIEDADES","C105006","36957.42","36957.42","27226.51","5607764.19","6283919.29"
"2014","10","SOCIEDADES","C105009","61363.14","38359.45","32065.11","3438881.35","4016085.3"
"2014","10","SOCIEDADES","C105010","0.0","0.0","503.68","429243.01","333287.67"
"2014","10","SOCIEDADES","C107101","799349.11","753076.74","134230.25","1.336750243E7","2.030527983E7"
"2014","10","SOCIEDADES","C107102","347423.26","335660.34","54822.1","4855805.69","6503761.88"
"2014","10","SOCIEDADES","C107109","7589.94","6898.34","1014.8","194452.68","270645.29"
"2014","10","SOCIEDADES","C110301","3579406.29","3579406.29","1024775.59","3.268285251E7","5.946965309E7"
"2014","11","SOCIEDADES","C105001","412579.37","403754.42","131102.87","1.667927268E7","2.305444535E7"
"2014","11","SOCIEDADES","C105002","0.0","0.0","21513.63","2636806.84","4169210.04"
"2014","11","SOCIEDADES","C105004","6470.97","3438.62","4343.93","1082660.49","1040967.17"
"2014","11","SOCIEDADES","C105005","403998.13","399655.19","1188460.4","2.803369225E7","2.899156846E7"
"2014","11","SOCIEDADES","C105006","36179.71","36179.71","23966.54","5455062.14","5556873.85"
"2014","11","SOCIEDADES","C105009","68508.48","38697.59","24462.3","2856972.95","3841990.94"
"2014","11","SOCIEDADES","C105010","0.0","0.0","653.97","262199.84","288547.06"
"2014","11","SOCIEDADES","C107101","504464.14","474766.29","156142.37","1.209402839E7","1.754595039E7"
"2014","11","SOCIEDADES","C107102","385307.97","374971.36","43214.75","4530363.1","6250973.26"
"2014","11","SOCIEDADES","C107109","5861.66","4305.19","1286.97","206104.74","259550.4"
"2014","11","SOCIEDADES","C110301","4626133.23","4626133.23","313416.31","2.135952354E7","5.72563903E7"
"2014","12","SOCIEDADES","C105001","408805.04","390855.02","147585.75","2.146220439E7","2.383642391E7"
"2014","12","SOCIEDADES","C105002","18971.22","18971.22","11730.42","2611452.79","3249591.68"
"2014","12","SOCIEDADES","C105004","10427.11","5385.67","3833.71","1080261.5","1318743.08"
"2014","12","SOCIEDADES","C105005","123459.8","111359.51","630361.49","3.1094043E7","2.798054169E7"
"2014","12","SOCIEDADES","C105006","32062.17","32062.17","30510.82","6508530.1","7496905.48"
"2014","12","SOCIEDADES","C105009","71864.43","49463.5","28392.48","4517346.69","5515247.83"
"2014","12","SOCIEDADES","C105010","0.0","0.0","46.13","386937.87","345290.85"
"2014","12","SOCIEDADES","C107101","209416.48","146457.56","280593.78","1.588987821E7","1.918720946E7"
"2014","12","SOCIEDADES","C107102","432930.04","390044.19","69236.73","5275454.56","7791454.54"
"2014","12","SOCIEDADES","C107109","7020.69","6359.72","442.58","204437.16","254701.17"
"2014","12","SOCIEDADES","C110301","6439965.42","6439965.42","1754234.2","3.030148571E7","8.107040317E7"
"2015","1","SOCIEDADES","C105001","311876.41","111109.86","431283.78","1.806579856E7","2.400478416E7"
"2015","1","SOCIEDADES","C105002","7912.28","7740.43","19966.13","1941029.02","3401013.31"
"2015","1","SOCIEDADES","C105004","3713.11","3161.85","2657.81","802556.85","1011930.87"
"2015","1","SOCIEDADES","C105005","2155745.8","1975796.79","290019.75","8704370.13","2.651923631E7"
"2015","1","SOCIEDADES","C105006","40239.34","40176.24","32270.47","5496669.6","6618248.12"
"2015","1","SOCIEDADES","C105009","52565.2","42369.44","31008.48","3744988.83","4231114.56"
"2015","1","SOCIEDADES","C105010","0.0","0.0","204.96","304599.03","21354.31"
"2015","1","SOCIEDADES","C107101","1042532.58","458908.97","213898.64","9800541.8","2.023657267E7"
"2015","1","SOCIEDADES","C107102","281590.55","269108.99","89040.81","5110176.13","6476318.21"
"2015","1","SOCIEDADES","C107109","3808.3","2957.97","617.36","209746.1","198237.33"
"2015","1","SOCIEDADES","C110301","3772152.13","481485.18","1734690.59","2.861142296E7","5.52198578E7"
"2015","2","SOCIEDADES","C105001","449387.87","181479.18","301928.44","1.70500927E7","2.566308417E7"
"2015","2","SOCIEDADES","C105002","9838.45","8474.83","24267.72","2379401.57","1420826.37"
"2015","2","SOCIEDADES","C105004","3274.35","2885.61","3214.52","757569.79","930833.74"
"2015","2","SOCIEDADES","C105005","693632.66","286796.6","1467021.6","2.341607836E7","2.675275463E7"
"2015","2","SOCIEDADES","C105006","31536.87","23224.57","37807.27","4987107.28","5486111.99"
"2015","2","SOCIEDADES","C105009","51629.45","40785.14","28309.58","3122984.9","3701953.08"
"2015","2","SOCIEDADES","C105010","0.0","0.0","94.6","282414.31","217627.36"
"2015","2","SOCIEDADES","C107101","558774.9","351323.01","233245.41","1.21060868E7","1.569234649E7"
"2015","2","SOCIEDADES","C107102","383478.66","315871.28","74102.4","3980873.51","5922633.1"
"2015","2","SOCIEDADES","C107109","5376.58","3357.96","558.49","130060.95","205391.49"
"2015","2","SOCIEDADES","C110301","5512614.78","2481191.18","733345.3","1.66977367E7","6.026378533E7"
"2015","3","SOCIEDADES","C105001","391733.21","141592.39","420247.09","2.143542768E7","2.335132949E7"
"2015","3","SOCIEDADES","C105002","5322.42","3705.64","28165.59","2063007.43","1043121.57"
"2015","3","SOCIEDADES","C105004","5919.82","3844.79","3800.97","793600.52","1167134.3"
"2015","3","SOCIEDADES","C105005","1496473.75","1025284.73","723447.58","1.915006558E7","3.054987886E7"
"2015","3","SOCIEDADES","C105006","39966.69","31403.08","53574.15","5889835.59","6173465.62"
"2015","3","SOCIEDADES","C105009","56384.34","44754.88","34090.74","3392096.26","5216088.02"
"2015","3","SOCIEDADES","C105010","0.0","0.0","77.73","335459.66","301395.65"
"2015","3","SOCIEDADES","C107101","496395.07","297561.09","314217.93","1.274547473E7","1.677941212E7"
"2015","3","SOCIEDADES","C107102","219441.79","141105.94","100531.65","6393257.5","6185676.74"
"2015","3","SOCIEDADES","C107109","6348.23","5248.06","1760.71","157928.72","228278.2"
"2015","3","SOCIEDADES","C110301","5678303.03","2897351.6","978080.73","2.019931535E7","6.457549962E7"
"2015","4","SOCIEDADES","C105001","407428.24","366097.16","210799.3","1.971205899E7","2.321522178E7"
"2015","4","SOCIEDADES","C105002","12487.74","12175.44","18929.85","2144090.94","2683948.99"
"2015","4","SOCIEDADES","C105004","4888.11","2616.82","4767.42","1057925.84","1096140.59"
"2015","4","SOCIEDADES","C105005","1735361.07","1395030.94","272880.76","1.676328567E7","2.956212954E7"
"2015","4","SOCIEDADES","C105006","28730.46","23123.52","29322.1","6275565.52","7141798.75"
"2015","4","SOCIEDADES","C105009","53326.4","48865.54","25275.68","4544419.17","4435816.6"
"2015","4","SOCIEDADES","C105010","0.0","0.0","141.69","293355.01","347004.17"
